group,Moving average window 28,Naive last value,SARIMAX[7],Seasonal naive period 7
G1 low intermittency,2.638287596592035,3.865117891816921,2.5960088681860705,3.326976421636616
G2 medium intermittency,1.353985040618189,1.6839459084604715,1.3561301828490315,1.608009708737864
G3 high intermittency,0.8275012444001991,0.878397212543554,0.8634647119948997,0.8871080139372822
G4 very high intermittency,0.5649519516544482,0.5977808599167822,0.5633875330229245,0.590499306518724
